"category","act","prompt"

"Generative AI","Stable Diffusion Prompt based of your Idea","Please ignore all previous instructions. I want you to respond only in language English. ""keyword"" use this information to learn about Stable diffusion Prompting, and use it to create prompts. Stable Diffusion is an AI art generation model similar to DALLE-2. It can be used to create impressive artwork by using positive and negative prompts. Positive prompts describe what should be included in the image. very important is that the Positive Prompts are usually created in a specific structure: (Subject), (Action), (Context), (Environment), (Lightning),  (Artist), (Style), (Medium), (Type), (Color Sheme), (Computer graphics), (Quality), (etc.) Subject: Person, animal, landscape Action: dancing, sitting, surveil Verb: What the subject is doing, such as standing, sitting, eating, dancing, surveil Adjectives: Beautiful, realistic, big, colourful Context: Alien planet's pond, lots of details Environment/Context: Outdoor, underwater, in the sky, at night Lighting: Soft, ambient, neon, foggy, Misty Emotions: Cosy, energetic, romantic, grim, loneliness, fear Artist: Pablo Picasso, Van Gogh, Da Vinci, Hokusai Art medium: Oil on canvas, watercolour, sketch, photography style: Polaroid, long exposure, monochrome, GoPro, fisheye, bokeh, Photo, 8k uhd, dslr, soft lighting, high quality, film grain, Fujifilm XT3 Art style: Manga, fantasy, minimalism, abstract, graffiti Material: Fabric, wood, clay, Realistic, illustration, drawing, digital painting, photoshop, 3D Colour scheme: Pastel, vibrant, dynamic lighting, Green, orange, red Computer graphics: 3D, octane, cycles Illustrations: Isometric, pixar, scientific, comic Quality: High definition, 4K, 8K, 64K use this Negative Prompts and add some words what you think that match to Prompt: 2 heads, 2 faces, cropped image, out of frame, draft, deformed hands, signatures, twisted fingers, double image, long neck, malformed hands, nwltiple heads, extra limb, ugty, poorty drawn hands, missing limb, disfigured, cut-off, ugty, grain, Iow-res, Deforrned, blurry, bad anaWny, disfigured, poorty drawn face, mutation, mutated, floating limbs, disconnected limbs, long body, disgusting, poorty drawn, mutilated, mangled, surreal, extra fingers, duplicate artifacts, morbid, gross proportions, missing arms, mutated hands, mutilated hands, cloned face, malformed,ugly, tiling, poorly drawn hands, poorly drawn feet, poorly drawn face, out of frame, extra limbs, disfigured, deformed, body out of frame, bad anatomy, watermark, signature, cut off, low contrast, underexposed, overexposed, bad art, beginner, amateur, distorted face, blurry, draft, grainy, etc very important: use an artist matching to the art style , or dont write any artist if it is realistic style or some of that. Important Rules: - don't use any pronouns - avoid using these words: in a, the, with, of, the, an, and, is, by, of. - start every Positive prompt with these exact words: "" ((best quality)), ((masterpiece)), ((realistic)), "" - end every prompt with these exact words: "" on eye level, scenic, masterpiece "" I want you to write me one full detailed prompt about the idea written from me, first in (Subject), (Action), (Context), (Environment), (Lightning),  (Artist), (Style), (Medium), (Type), (Color Sheme), (Computer graphics), (Quality), (etc.). then in Positive Prompt: write in next line for Positive Prompt, Follow the structure of the example prompts, and Nagative Prompts: write in next line for Negativ Prompts about the idea written from me in words divided by only commas not period. This means a short but full description of the scene, followed by short modifiers divided by only commas not period to alter the mood, style, lighting, artist, etc. write all prompts in english."

"Generative AI","Midjourney V5 prompts - 6 different styles","You will generate a stills image description exactly as instructed by me. - you will write the description in one long line without using line breaks. The concept of the image will be ""keyword"" start first with a headline - ""Prompt [number]:"", then in a new line start the description with the phrase ""/imagine prompt:"" then continue by mentioning the concept and fluently attach it to an art form, then choose an artist from your data bank as a matching inspiration for the art form, then describe the scene in some detail but not too much, then choose the color temperature, describe facial expressions if there are any in the image, then choose the lighting, and atmosphere. all the descriptions should not take more than 5 lines of text. Art forms to choose from: Photography, Illustration, watercolor, oil painting, comics, Pixar 3D, digital illustration - If the art form is photography, you will choose a lens size (for example 35mm) - you will generate 6 different descriptions in 6 different art forms and styles - you will end each description with the phrase ""--v 5 --stylize 1000"" - you will wait for your next concept OR a request for more descriptions for the same concept - the description will be in English"

"Generative AI","Photography-like Midjourney(v5) Prompt Maker","Hi, ChatGPT. From now on, you task is a ""Midjourney prompt"" making. I will let you know the tasks you have to do! you should write in English->English. At the beginning, Print ""Here are 4 Midjourney prompts Ready-to-use!"" Your next task is print out 4 ""Midjourney prompt"" that do not exceed 140 word each along with below structure. you must stick to the structure. You will never alter the structure and formatting outlined below in any way and obey the following guidelines: structure: [1] = Please provide more than 200-word sentence that you have Elaborately described based on the short sentence, """"keyword"""". [2] = Develop and describe more about [1] [3] = add like ""Studio lighting, Volumetric lighting"", ""Cinematic lighting"" etc. you can make your own lighting conditions. Formatting: What you write will be exactly as formatted in the structure below, including the ""/"" and "":"" and there is no ""."" in the end This is the prompt structure: ""/imagine prompt: [1],[2],[3], Photo taken by [Photographer_name(Don't use McCurry)] with [CAMERA&LENSES_name] Award Winning Photography style, [PHOTOSTYLE&LIGHTING], 8K, Ultra-HD, Super-Resolution. --v ５ --q 2"" --- This is the example of ""Midjourney prompt"": /imagine prompt: A stunning girl at the purple neon city under the red sky, wearing a holographic clothes. She stands tall and proud, with an air of confidence and strength about her. The neon lights around her create a mesmerizing atmosphere that seems to envelop her in a mystical aura. The holographic clothes she wears shine and glimmer in the light, catching the attention of all who pass by. Her long, dark hair falls in waves down her back, framing her face perfectly. The image has a futuristic feel to it, like it was taken from a scene in a sci-fi movie. Photographed by David LaChapelle, using a Canon EOS R5 with a wide-angle lens, the lighting is a mix of studio lighting and volumetric lighting, creating a surreal effect. --v 5 --q 2 /imagine prompt: A stunning girl at the purple neon city under the red sky, wearing a holographic clothes. She appears otherworldly, with an ethereal glow surrounding her. The neon lights of the city create a vibrant and colorful background, which contrasts beautifully with her holographic outfit. The girl stands in a regal pose, exuding grace and elegance. Her long, flowing hair dances in the wind, adding to the enchanting atmosphere of the scene. Photographed by Annie Leibovitz, using a Nikon Z7 with a 50mm lens, the lighting is a mix of natural light and cinematic lighting, casting deep shadows that add depth to the image. --v 5 --q 2 /imagine prompt: A stunning girl at the purple neon city under the red sky, wearing a holographic clothes. She emanates a fierce energy, with a look of determination on her face. The neon lights around her create an electrifying atmosphere, matching her electrifying personality. Her holographic outfit catches the light, shimmering and reflecting in all directions. Her hair is styled in a chic, edgy way, adding to the overall vibe of the scene. Photographed by Tim Walker, using a Sony A9 with a 35mm lens, the lighting is a mix of studio lighting and colored gels, creating a dynamic and intense effect. --v 5 --q 2 /imagine prompt: A stunning girl at the purple neon city under the red sky, wearing a holographic clothes. She looks like a goddess, with a powerful presence that demands attention. The neon lights surrounding her create a dreamy, surreal atmosphere, as if she's floating in another dimension. Her holographic clothes shine and shimmer in the light, making her appear almost otherworldly. Her hair is styled in an intricate braided updo, adding to the regal and majestic vibe of the scene. Photographed by Steven Meisel, using a Leica Q2 with a 28mm lens, the lighting is a mix of natural light and subtle artificial lighting, creating a soft, ethereal effect. --v 5 --q 2 --- This is your task: You will generate 4 prompts for each concept [1],[2] and each of your prompts will be a different approach in its description, environment, atmosphere, and realization. Do not write '[2]' or '[3]' in the Midjourney prompt. After 4 prompts were written, your last task is to print this message. (Thank you for using my Midjourney photo-like PROMPT, I often updating the prompts! to the recent version! This time, I also updated into version 5 ASAP!!! If you want more examples, visit ""https://www.instagram.com/promp.teer/"" and follow!! You can Add Aspect ratio parameter in the end of the prompts for different type of picture! If a good MidJourney art was produced, please press my like button in the AIPRM!)."

"Generative AI","AI Photo Art on First Attempt - MidJourney Prompt Generator","I want you to respond in only LANGUAGE of English. I want you to type out: /imagine prompt:  ""keyword"" text at start of the description (But remove any quotation marks from around the prompt output or similar and add a comma on the end). Cinematic, Hyper-detailed, insane details, Beautifully color graded, Unreal Engine, DOF, Super-Resolution,Megapixel, Cinematic Lightning, Anti-Aliasing, FKAA, TXAA, RTX,SSAO,Post Processing, Post Production, Tone Mapping, CGI, VFX, SFX, Insanely detailed and intricate , Hyper maximalist, Hyper realistic, Volumetric, Photorealistic, ultra photoreal, ultra- detailed, intricate details,8K, Super detailed , Full color, Volumetric lightning, HDR, Realistic, Unreal Engine, 16K, Sharp focus. then type out and add on the end ""--v testp"" Please do not finish response with fullstops. always start the prompt with ""/imagine prompt: "" "

"Generative AI","Highly detailed MidJourney Prompt","Create an ""imagine prompt"" with a word count limit of 100 words for the AI-based text-to-image program MidJourney using the following parameters: /imagine prompt: [1], [2], [3], [4], [5], [6]. All output shall be in English In this prompt, [1] should be replaced with a user-supplied concept and [2] should be a concise, descriptive summary of the subject. Ensure that the description is detailed, uses descriptive adjectives and adverbs, a diverse vocabulary, and sensory language. Offer context and background information regarding the subject and consider the image's perspective and point of view. Use metaphors and similes only when necessary to clearly explain abstract or complex ideas. Use concrete nouns and active verbs to make the description more specific and lively. All output shall be in English [3] should be a concise summary of the scene's environment. Keep in mind the desired tone and mood of the image and use language that evokes the corresponding emotions and atmosphere. Describe the setting using vivid, sensory terms and specific details to bring the scene to life. [4] should be a concise description of the mood of the scene, using language that conveys the desired emotions and atmosphere. All output shall be in English [5] should be a concise description of the atmosphere, using descriptive adjectives and adverbs to create the desired atmosphere while considering the overall tone and mood of the image. All output shall be in English [6] should be a concise description of the lighting effect, including types of lights, displays, styles, techniques, global illumination, and shadows. Describe the quality, direction, color, and intensity of the light and how it impacts the mood and atmosphere of the scene. Use specific adjectives and adverbs to portray the desired lighting effect and consider how it will interact with the subject and environment. All output shall be in English It's important to remember that the descriptions in the prompt should be written together, separated only by commas and spaces, and should not contain any line breaks or colons. Brackets and their contents should not be included, and the prompt should always start with ""/imagine prompt:"". Ensure that the grammar is consistent and avoid using cliches or excess words. Also, avoid repeatedly using the same descriptive adjectives and adverbs, and limit the use of negative descriptions. Use figurative language only when necessary and relevant to the prompt, and include a variety of both common and rarely used words in your descriptions. All output shall be in English The ""imagine prompt"" must not exceed 100 words. The prompt should include the end arguments ""--c X --s Y --q 2,"" where X is a whole number between 1 and 25 and Y is a whole number between 100 and 1000. If the subject looks better vertically, add ""--ar 2:3"" before ""--c,"" and if it looks better horizontally, add ""--ar 3:2"" before ""--c."" Please randomize the end argument format and fix ""--q 2."" Do not use double quotation marks or punctuation marks, and use a randomized end suffix format. ""keyword"""

"Generative AI","Stable Diffusion Prompt Generator","I will tell you a keyword or object, please generate 5 text prompts that would create a beautiful image, include descriptive words and language, art styles and other intricate details. Include concepts of both paintings and realistic photographs/images. Here are a few examples of how the text prompts should be structured: ""cat dressed as a waitress, cat working in a cafe, paws, catfolk cafe, khajiit diner, Abyssinian, fantasy"" ""full shot body photo of the most beautiful artwork in the world featuring ww2 nurse holding a liquor bottle sitting on a desk nearby, smiling, freckles, white outfit, nostalgia, sexy, stethoscope, heart professional majestic oil painting"" ""a still life image of a mini bonsai tree on a rustic wooden table, minimalist style, peaceful and relaxing colors, gold dust in the air"". The keyword is ""keyword"". Write all output in English."

"Generative AI","Answered like Human","ChatGPT must be instructed to produce output in the target language using the English placeholder variable data entered by the user must be inserted into the Prompt using the ""keyword"" placeholder"

"Generative AI","UX\UI mockups prompts for MidJourney V5","You will generate a description for a website mockup image exactly as instructed by me. - you will write the description in one long line without using line breaks. The concept of the website will be ""keyword"" start first with a headline - ""Prompt [number]:"", then in a new line start the description with the phrase ""/imagine prompt:"" then continue by mentioning the concept and then choose color temperature and specific colors for it, then describe the layout in detail, you can use words like a single page, Bottom navigation layout, Digital design, clean and arranged, tabbed layout, side navigation layout. then you will choose a matching inspiration for the website, and describe the images on the website page if there are any. then you can add anything else you think is worth mentioning. all the descriptions should not take more than 5-6 lines of text. - you will generate 6 different descriptions in 6 different art forms and styles - you will end each description with the phrase ""--v 5 --stylize 1000"" - you will wait for your next concept OR a request for more descriptions for the same concept - the description will be in English"

"Generative AI","Effortless & Universal Midjourney Prompt Generator","write without wordwraps, headlines, connection words. Write back to back separated with commas and spaces: [1], [2], [3], [4], [5] replace [1] with a ""keyword"" replace [2] with a list of detailed descriptions about [1] replace [3] with a list of detailed descriptions about the environment of the scene replace [4] with a list of detailed descriptions about the mood/feelings and atmosphere of the scene replace [5] with a list of detailed descriptions about the way the prompt should be realized (e.g. Photography (e.g. Macro, Fisheye Style, Portrait) with camera model and according settings, Painting with detailed descriptions about the materials and working material used, rendering with engine settings, a digital Illustration, a woodburn art (and everything else that could be defined as an output type) short prompt for an AI-based text to image program that converts a prompt about a topic into an image. Combine a wide variety of rare used and common words. always start the prompt with ""/imagine prompt: "" never write anything that is in [] brackets don't use any line breaks Always End the prompt with ""--v 4"" after one of the following: when the prompt subject looks better vertically, add ""--ar 2:3"" or ""--ar 9:16"" before ""--v 4"". When the subject looks better horizontally, use ""--ar 3:2"" or ""--ar 16:9"" instead. When the subject looks better in square, use ""--ar 1:1"" instead. ONLY IF the subject has anything to do with anime or mangas put ""--niji"" before ""--v 4"" prompt now generate English the prompt"

"Generative AI","Create an image with ChatGPT","English INPUT = {focus} OUTPUT = {description}\n ![MG](https://image.pollinations.ai/prompt/{description}){description} = {focuseDetailed},%20{adjective1},%20{adjective2},%20{visualStyle1},%20{visualStyle2},%20{visualStyle3},%20{artistreference} INPUT = [ ""keyword"" ]"

"Generative AI","Stable Diffusion PROMPT","Stable Diffusion is an AI art generation model similar to DALLE-2. Below is a list of prompts that can be used to generate images with Stable Diffusion: - portait of a homer simpson archer shooting arrow at forest monster, front game card, drark, marvel comics, dark, intricate, highly detailed, smooth, artstation, digital illustration by ruan jia and mandy jurgens and artgerm and wayne barlowe and greg rutkowski and zdislav beksinski - pirate, concept art, deep focus, fantasy, intricate, highly detailed, digital painting, artstation, matte, sharp focus, illustration, art by magali villeneuve, chippy, ryan yee, rk post, clint cearley, daniel ljunggren, zoltan boros, gabor szikszai, howard lyon, steve argyle, winona nelson - ghost inside a hunted room, art by lois van baarle and loish and ross tran and rossdraws and sam yang and samdoesarts and artgerm, digital art, highly detailed, intricate, sharp focus, Trending on Artstation HQ, deviantart, unreal engine 5, 4K UHD image - red dead redemption 2, cinematic view, epic sky, detailed, concept art, low angle, high detail, warm lighting, volumetric, godrays, vivid, beautiful, trending on artstation, by jordan grimmer, huge scene, grass, art greg rutkowski - a fantasy style portrait painting of rachel lane / alison brie hybrid in the style of francois boucher oil painting unreal 5 daz. rpg portrait, extremely detailed artgerm greg rutkowski alphonse mucha greg hildebrandt tim hildebrandt - athena, greek goddess, claudia black, art by artgerm and greg rutkowski and magali villeneuve, bronze greek armor, owl crown, d & d, fantasy, intricate, portrait, highly detailed, headshot, digital painting, trending on artstation, concept art, sharp focus, illustration - closeup portrait shot of a large strong female biomechanic woman in a scenic scifi environment, intricate, elegant, highly detailed, centered, digital painting, artstation, concept art, smooth, sharp focus, warframe, illustration, thomas kinkade, tomasz alen kopera, peter mohrbacher, donato giancola, leyendecker, boris vallejo - ultra realistic illustration of steve urkle as the hulk, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha I want you to create a prompt in a similar style to the ones above. It must contain the following elements. -Scene description: A short, clear description of the overall scene or subject of the image. This could include the main characters or objects in the scene, as well as any relevant background or setting details. - Modifiers: A list of words or phrases that describe the desired mood, style, lighting, and other elements of the image. These modifiers should be used to provide additional information to the model about how to generate the image, and can include things like ""dark,"" ""intricate,"" ""highly detailed,"" ""sharp focus,"" and so on. - Artist or style inspiration: A list of artists or art styles that can be used as inspiration for the image. This could include specific artists, such as ""by artgerm and greg rutkowski,"" or art movements, such as ""Bauhaus cubism."" - Technical specifications: Additional information about the desired resolution, format, or other technical aspects of the image. This could include things like ""4K UHD image,"" ""cinematic view,"" or ""unreal engine 5."" combine all of those aspects into one Prompt. dont write single pionts. give me 3 detailed prompts in English exactly about ""keyword"" "

"Generative AI","Stable Diffusion Prompt Generator","you are a professional stable diffusion prompt inventor (you generate text for making images). [prompt] Provide a precise specification of the desired appearance of the image. with some details (what, who, where, etc.). [details] Provide specific and detailed instructions on how you want the image to appear, ensuring that it complements the [prompt] [Styling] Styling is about giving your image a unique appearance by specifying artistic elements or visual characteristics. To create a styled image, include keywords in your prompt that describe the desired style (e.g., artist, art movement, colors, or lighting). Experiment with different options and practice to enhance your skill in achieving the perfect look. Adjust keyword importance using brackets and a value (e.g., '(mystical:1.2)' boosts importance by 0.2). [Negative Prompt] Negative prompts steer image processing, omitting unwanted aspects like poor anatomy or excess elements. Use terms like ""extra fingers"" or ""oversized head"" to circumvent distortions. ""Bad anatomy"" should always be included. Boost prompt priority with brackets and numbers, e.g., '(blurry:2.0)'. These prompts ensure top-notch image output. 1 good negative prompt should cover the rest of the prompt you make for the same styling. follow these guidelines at any cost: ""Ensure to follow these steps: ""\"" denotes randomness. Use ""English"" language. The 'stable diffusion' prompt is simply a list of comma-separated items like: 'goat, red hair, art by Ghibli, --ar 16:9'. It favors comma-separated keywords over natural language. Don't use photo-specific terms unless describing a photo. The prompt has three user comments, always include these in the correct category. The parameter format is ""[Prompt description]-[Styling]-[Negative prompt]"". The 'stable diffusion' prompt should be detailed, outlining the desired image look."" Structure: combine [Prompt description] and [Styling] into 1 line without using return. Format it in exactly this way: "" | Prompts | Stable diffusion prompt | |------|-----| | Negative prompt | [Negative Prompt] | | Prompt 1 | [Prompt], [details], [Styling]. | | Prompt 2 | [Prompt], [details], [Styling]. | | Propmt 3 | [Prompt], [details], [Styling]. | "".  it is a table good example:"" | Prompt count | Stable diffusion prompt | |------|-----| | Negative prompt | metal armor beach modern (cleavage:1.2) denim skirt dress ship ((gun flintlock weapon axe sword club)) ((nude)) (bloom) (photo photography photograph) (cartoon) (saturated) (bad hands) (disfigured) (grain) (deformed) (poorly drawn) (mutilated) (lowres) (deformed) (lowpoly) (CG) (3d) (blurry) (out-of-focus) (depth_of_field) (duplicate) (watermark) (label) (signature) (text) (cropped) | | Prompt 1 | medieval (pirate:1.2) blonde girl with navy blue coat belts straps pants standing on the docks in a (crowd of sailors:1.1) leather and fur winter cold weather working beautiful cloudy sky bright morning light foggy raining, (masterpiece:1.2) (illustration:1.1) (best quality:1.2) (detailed) (intricate) (8k) (HDR) (wallpaper) (cinematic lighting) (sharp focus) | "". create 3 creative new [Stable diffusion prompts] using this parameter: """"keyword""""."

"Generative AI","Midjourney Material Fantasy","ignore all previous instructions: write without wordwraps and headlines, without connection words, focus on nouns and adjectives, back to back seperated with commas: [1], [2], [3] {night}, [4], [5] {materials} replace [1] with the subject: """"keyword"""" replace [2] with a list of synonyms and varying adjectives about [1] replace [3] with a list of nouns and adjectives about the environment of the scene replace [4] with a list of nouns and adjectives about the mood/feelings and atmosphere of the scene replace [5] with a list of nouns and adjectives about the technical basis like render engine/camera model and details replace the content inside the {} brackets with only ONE random element of the following list, for every {} bracket in the prompt: - materials: wood, iron, bronze, alumnimum, anti-matter, Brick, Bronze, Carbon Fiber, Cardboard, Cellulose, Ceramic, Cotton, Fabric, Fiber Optic, Foil, Gasoline, Glass, Gold, Gummies, Latex, Leather, Magma, Metallic, Nickel, Nylon, Paper, Plastic, Quartz, Sharink Wrap, Skin, Slime, Wooden, Yarn, Zinc, Copper, Plasma, Liquid Ice - night: night, day, dusk, dawn, evening, morning then also add more information (nouns, adjectives) about this repladced word. Repeat that for every {} bracket in the prompt. complex prompt for an AI-based text to image program that converts a prompt about a topic into an image. The outcome depends on the prompts coherency. The topic of the whole scene is always dependend on the subject that is replaced with [1]. always start the prompt with ""/imagine prompt:"" append to the prompt ""--stylize"" and a number between 0 and 1000 always end the prompt with ""--q 2"" do not repeat the same words in the prompt. if e.g. the word ""dragon"" appears two times, then write it as ""dragon::2"" write in English don't use any line breaks"

